Cluster number,Household number,Line number,Cluster number,Household number,Man's line number,Interviewer number,Supervisor number,Interviewer number,Day of interview
161.0,12.0,6.0,161.0,12.0,6.0,61.0,60.0,61.0,15.0
161.0,14.0,3.0,161.0,14.0,3.0,61.0,60.0,61.0,15.0
161.0,16.0,2.0,161.0,16.0,2.0,61.0,60.0,61.0,17.0
161.0,16.0,3.0,161.0,16.0,3.0,61.0,60.0,61.0,17.0
161.0,16.0,6.0,161.0,16.0,6.0,61.0,60.0,61.0,14.0
161.0,20.0,3.0,161.0,20.0,3.0,62.0,60.0,62.0,14.0
161.0,26.0,1.0,161.0,26.0,1.0,61.0,60.0,61.0,15.0
162.0,1.0,5.0,162.0,1.0,5.0,61.0,60.0,61.0,12.0
162.0,5.0,3.0,162.0,5.0,3.0,62.0,60.0,62.0,12.0
162.0,9.0,1.0,162.0,9.0,1.0,62.0,60.0,62.0,11.0
162.0,11.0,1.0,162.0,11.0,1.0,61.0,60.0,61.0,12.0
162.0,15.0,2.0,162.0,15.0,2.0,62.0,60.0,62.0,11.0
162.0,19.0,3.0,162.0,19.0,3.0,62.0,60.0,62.0,10.0
162.0,23.0,2.0,162.0,23.0,2.0,61.0,60.0,61.0,11.0
162.0,25.0,3.0,162.0,25.0,3.0,61.0,60.0,61.0,10.0
162.0,25.0,8.0,162.0,25.0,8.0,61.0,60.0,61.0,10.0
163.0,1.0,1.0,163.0,1.0,1.0,61.0,60.0,61.0,18.0
163.0,3.0,1.0,163.0,3.0,1.0,61.0,60.0,61.0,18.0
163.0,5.0,1.0,163.0,5.0,1.0,61.0,60.0,61.0,19.0
163.0,7.0,1.0,163.0,7.0,1.0,61.0,60.0,61.0,19.0
163.0,11.0,1.0,163.0,11.0,1.0,61.0,60.0,61.0,19.0
163.0,13.0,1.0,163.0,13.0,1.0,61.0,60.0,61.0,23.0
163.0,19.0,1.0,163.0,19.0,1.0,62.0,60.0,62.0,19.0
163.0,21.0,1.0,163.0,21.0,1.0,62.0,60.0,62.0,23.0
163.0,23.0,3.0,163.0,23.0,3.0,62.0,60.0,62.0,23.0
164.0,2.0,2.0,164.0,2.0,2.0,62.0,60.0,62.0,20.0
164.0,4.0,1.0,164.0,4.0,1.0,62.0,60.0,62.0,20.0
164.0,4.0,3.0,164.0,4.0,3.0,62.0,60.0,62.0,20.0
164.0,6.0,1.0,164.0,6.0,1.0,62.0,60.0,62.0,20.0
164.0,8.0,3.0,164.0,8.0,3.0,62.0,60.0,62.0,21.0
164.0,10.0,5.0,164.0,10.0,5.0,62.0,60.0,62.0,21.0
164.0,12.0,1.0,164.0,12.0,1.0,62.0,60.0,62.0,21.0
164.0,14.0,1.0,164.0,14.0,1.0,61.0,60.0,61.0,20.0
165.0,1.0,3.0,165.0,1.0,3.0,61.0,60.0,61.0,15.0
165.0,3.0,1.0,165.0,3.0,1.0,61.0,60.0,61.0,23.0
165.0,3.0,6.0,165.0,3.0,6.0,61.0,60.0,61.0,15.0
165.0,5.0,1.0,165.0,5.0,1.0,61.0,60.0,61.0,16.0
165.0,13.0,3.0,165.0,13.0,3.0,61.0,60.0,61.0,23.0
165.0,17.0,1.0,165.0,17.0,1.0,62.0,60.0,62.0,22.0
166.0,2.0,1.0,166.0,2.0,1.0,61.0,60.0,61.0,11.0
166.0,4.0,1.0,166.0,4.0,1.0,61.0,60.0,61.0,14.0
166.0,8.0,2.0,166.0,8.0,2.0,61.0,60.0,61.0,10.0
166.0,12.0,1.0,166.0,12.0,1.0,61.0,60.0,61.0,10.0
166.0,14.0,1.0,166.0,14.0,1.0,62.0,60.0,62.0,10.0
166.0,16.0,1.0,166.0,16.0,1.0,62.0,60.0,62.0,11.0
166.0,18.0,1.0,166.0,18.0,1.0,62.0,60.0,62.0,11.0
166.0,22.0,1.0,166.0,22.0,1.0,62.0,60.0,62.0,10.0
166.0,24.0,3.0,166.0,24.0,3.0,62.0,60.0,62.0,10.0
166.0,24.0,5.0,166.0,24.0,5.0,62.0,60.0,62.0,11.0
166.0,26.0,1.0,166.0,26.0,1.0,62.0,60.0,62.0,11.0
166.0,26.0,6.0,166.0,26.0,6.0,62.0,60.0,62.0,11.0
167.0,4.0,1.0,167.0,4.0,1.0,61.0,60.0,61.0,12.0
167.0,8.0,3.0,167.0,8.0,3.0,61.0,60.0,61.0,13.0
167.0,14.0,1.0,167.0,14.0,1.0,62.0,60.0,62.0,13.0
167.0,20.0,1.0,167.0,20.0,1.0,62.0,60.0,62.0,12.0
167.0,24.0,1.0,167.0,24.0,1.0,62.0,60.0,62.0,12.0
167.0,26.0,2.0,167.0,26.0,2.0,62.0,60.0,62.0,12.0
168.0,2.0,1.0,168.0,2.0,1.0,72.0,70.0,72.0,29.0
168.0,6.0,3.0,168.0,6.0,3.0,72.0,70.0,72.0,28.0
168.0,10.0,1.0,168.0,10.0,1.0,72.0,70.0,72.0,28.0
168.0,10.0,5.0,168.0,10.0,5.0,72.0,70.0,72.0,28.0
168.0,10.0,6.0,168.0,10.0,6.0,72.0,70.0,72.0,29.0
168.0,14.0,2.0,168.0,14.0,2.0,72.0,70.0,72.0,29.0
168.0,18.0,1.0,168.0,18.0,1.0,73.0,70.0,73.0,29.0
168.0,20.0,1.0,168.0,20.0,1.0,73.0,70.0,73.0,29.0
168.0,22.0,2.0,168.0,22.0,2.0,72.0,70.0,72.0,29.0
169.0,2.0,3.0,169.0,2.0,3.0,72.0,70.0,72.0,1.0
169.0,6.0,2.0,169.0,6.0,2.0,72.0,70.0,72.0,1.0
169.0,6.0,3.0,169.0,6.0,3.0,72.0,70.0,72.0,1.0
169.0,10.0,1.0,169.0,10.0,1.0,72.0,70.0,72.0,31.0
169.0,14.0,3.0,169.0,14.0,3.0,73.0,70.0,73.0,31.0
169.0,14.0,4.0,169.0,14.0,4.0,73.0,70.0,73.0,31.0
169.0,16.0,2.0,169.0,16.0,2.0,73.0,70.0,73.0,31.0
169.0,16.0,4.0,169.0,16.0,4.0,73.0,70.0,73.0,31.0
169.0,18.0,1.0,169.0,18.0,1.0,73.0,70.0,73.0,31.0
169.0,18.0,2.0,169.0,18.0,2.0,73.0,70.0,73.0,31.0
169.0,20.0,1.0,169.0,20.0,1.0,73.0,70.0,73.0,30.0
169.0,22.0,6.0,169.0,22.0,6.0,73.0,70.0,73.0,31.0
169.0,24.0,1.0,169.0,24.0,1.0,73.0,70.0,73.0,31.0
170.0,1.0,1.0,170.0,1.0,1.0,61.0,60.0,61.0,22.0
170.0,1.0,3.0,170.0,1.0,3.0,61.0,60.0,61.0,22.0
170.0,3.0,2.0,170.0,3.0,2.0,61.0,60.0,61.0,22.0
170.0,9.0,2.0,170.0,9.0,2.0,61.0,60.0,61.0,22.0
170.0,15.0,1.0,170.0,15.0,1.0,61.0,60.0,61.0,21.0
170.0,17.0,1.0,170.0,17.0,1.0,62.0,60.0,62.0,20.0
170.0,19.0,3.0,170.0,19.0,3.0,62.0,60.0,62.0,21.0
170.0,19.0,4.0,170.0,19.0,4.0,62.0,60.0,62.0,21.0
171.0,7.0,1.0,171.0,7.0,1.0,32.0,30.0,32.0,9.0
171.0,9.0,1.0,171.0,9.0,1.0,33.0,30.0,33.0,7.0
171.0,11.0,1.0,171.0,11.0,1.0,33.0,30.0,33.0,7.0
171.0,13.0,1.0,171.0,13.0,1.0,32.0,30.0,32.0,7.0
171.0,15.0,1.0,171.0,15.0,1.0,32.0,30.0,32.0,7.0
171.0,17.0,3.0,171.0,17.0,3.0,32.0,30.0,32.0,8.0
171.0,19.0,3.0,171.0,19.0,3.0,33.0,30.0,33.0,9.0
171.0,19.0,4.0,171.0,19.0,4.0,33.0,30.0,33.0,7.0
171.0,21.0,1.0,171.0,21.0,1.0,33.0,30.0,33.0,8.0
171.0,23.0,2.0,171.0,23.0,2.0,32.0,30.0,32.0,8.0
171.0,25.0,1.0,171.0,25.0,1.0,33.0,30.0,33.0,7.0
171.0,25.0,3.0,171.0,25.0,3.0,33.0,30.0,33.0,7.0
172.0,2.0,1.0,172.0,2.0,1.0,32.0,30.0,32.0,6.0
172.0,8.0,1.0,172.0,8.0,1.0,33.0,30.0,33.0,5.0
172.0,14.0,1.0,172.0,14.0,1.0,33.0,30.0,33.0,9.0
172.0,16.0,1.0,172.0,16.0,1.0,32.0,30.0,32.0,9.0
172.0,18.0,3.0,172.0,18.0,3.0,33.0,30.0,33.0,6.0
172.0,22.0,1.0,172.0,22.0,1.0,32.0,30.0,32.0,6.0
172.0,24.0,1.0,172.0,24.0,1.0,32.0,30.0,32.0,6.0
172.0,26.0,1.0,172.0,26.0,1.0,33.0,30.0,33.0,6.0
173.0,3.0,1.0,173.0,3.0,1.0,61.0,60.0,61.0,18.0
173.0,5.0,1.0,173.0,5.0,1.0,61.0,60.0,61.0,18.0
173.0,5.0,4.0,173.0,5.0,4.0,61.0,60.0,61.0,18.0
173.0,9.0,1.0,173.0,9.0,1.0,62.0,60.0,62.0,18.0
173.0,11.0,1.0,173.0,11.0,1.0,62.0,60.0,62.0,18.0
173.0,13.0,3.0,173.0,13.0,3.0,62.0,60.0,62.0,20.0
173.0,23.0,2.0,173.0,23.0,2.0,62.0,60.0,62.0,18.0
173.0,25.0,1.0,173.0,25.0,1.0,61.0,60.0,61.0,19.0
174.0,2.0,1.0,174.0,2.0,1.0,61.0,60.0,61.0,3.0
174.0,4.0,2.0,174.0,4.0,2.0,61.0,60.0,61.0,1.0
174.0,4.0,3.0,174.0,4.0,3.0,61.0,60.0,61.0,1.0
174.0,8.0,1.0,174.0,8.0,1.0,61.0,60.0,61.0,1.0
174.0,12.0,2.0,174.0,12.0,2.0,62.0,60.0,62.0,1.0
174.0,14.0,1.0,174.0,14.0,1.0,62.0,60.0,62.0,6.0
174.0,14.0,6.0,174.0,14.0,6.0,62.0,60.0,62.0,3.0
174.0,18.0,2.0,174.0,18.0,2.0,62.0,60.0,62.0,1.0
174.0,22.0,1.0,174.0,22.0,1.0,61.0,60.0,61.0,3.0
174.0,24.0,1.0,174.0,24.0,1.0,62.0,60.0,62.0,5.0
175.0,3.0,2.0,175.0,3.0,2.0,61.0,60.0,61.0,4.0
175.0,13.0,3.0,175.0,13.0,3.0,62.0,60.0,62.0,4.0
175.0,17.0,1.0,175.0,17.0,1.0,62.0,60.0,62.0,4.0
175.0,17.0,3.0,175.0,17.0,3.0,62.0,60.0,62.0,4.0
175.0,19.0,1.0,175.0,19.0,1.0,62.0,60.0,62.0,5.0
175.0,23.0,1.0,175.0,23.0,1.0,62.0,60.0,62.0,4.0
175.0,25.0,2.0,175.0,25.0,2.0,61.0,60.0,61.0,5.0
176.0,5.0,1.0,176.0,5.0,1.0,62.0,60.0,62.0,9.0
176.0,9.0,3.0,176.0,9.0,3.0,62.0,60.0,62.0,8.0
176.0,9.0,4.0,176.0,9.0,4.0,62.0,60.0,62.0,9.0
176.0,9.0,5.0,176.0,9.0,5.0,62.0,60.0,62.0,8.0
176.0,15.0,3.0,176.0,15.0,3.0,61.0,60.0,61.0,8.0
176.0,15.0,4.0,176.0,15.0,4.0,61.0,60.0,61.0,9.0
176.0,19.0,1.0,176.0,19.0,1.0,61.0,60.0,61.0,8.0
176.0,25.0,3.0,176.0,25.0,3.0,61.0,60.0,61.0,9.0
177.0,7.0,1.0,177.0,7.0,1.0,62.0,60.0,62.0,26.0
177.0,7.0,5.0,177.0,7.0,5.0,62.0,60.0,62.0,26.0
177.0,11.0,3.0,177.0,11.0,3.0,61.0,60.0,61.0,26.0
177.0,15.0,2.0,177.0,15.0,2.0,61.0,60.0,61.0,25.0
177.0,15.0,5.0,177.0,15.0,5.0,61.0,60.0,61.0,26.0
177.0,15.0,6.0,177.0,15.0,6.0,61.0,60.0,61.0,26.0
177.0,17.0,1.0,177.0,17.0,1.0,61.0,60.0,61.0,25.0
177.0,21.0,1.0,177.0,21.0,1.0,62.0,60.0,62.0,25.0
177.0,21.0,3.0,177.0,21.0,3.0,62.0,60.0,62.0,25.0
177.0,23.0,1.0,177.0,23.0,1.0,62.0,60.0,62.0,26.0
177.0,25.0,1.0,177.0,25.0,1.0,62.0,60.0,62.0,26.0
178.0,1.0,1.0,178.0,1.0,1.0,72.0,70.0,72.0,13.0
178.0,3.0,2.0,178.0,3.0,2.0,72.0,70.0,72.0,13.0
178.0,3.0,3.0,178.0,3.0,3.0,72.0,70.0,72.0,14.0
178.0,7.0,1.0,178.0,7.0,1.0,72.0,70.0,72.0,12.0
178.0,11.0,2.0,178.0,11.0,2.0,72.0,70.0,72.0,15.0
178.0,15.0,1.0,178.0,15.0,1.0,73.0,70.0,73.0,14.0
178.0,23.0,1.0,178.0,23.0,1.0,73.0,70.0,73.0,13.0
178.0,23.0,3.0,178.0,23.0,3.0,73.0,70.0,73.0,13.0
178.0,25.0,1.0,178.0,25.0,1.0,73.0,70.0,73.0,13.0
179.0,1.0,3.0,179.0,1.0,3.0,72.0,70.0,72.0,16.0
179.0,1.0,4.0,179.0,1.0,4.0,72.0,70.0,72.0,16.0
179.0,5.0,2.0,179.0,5.0,2.0,72.0,70.0,72.0,16.0
179.0,5.0,3.0,179.0,5.0,3.0,72.0,70.0,72.0,16.0
179.0,7.0,1.0,179.0,7.0,1.0,72.0,70.0,72.0,15.0
179.0,9.0,2.0,179.0,9.0,2.0,72.0,70.0,72.0,15.0
179.0,13.0,1.0,179.0,13.0,1.0,72.0,70.0,72.0,15.0
179.0,15.0,2.0,179.0,15.0,2.0,73.0,70.0,73.0,16.0
179.0,19.0,2.0,179.0,19.0,2.0,73.0,70.0,73.0,17.0
179.0,21.0,3.0,179.0,21.0,3.0,73.0,70.0,73.0,16.0
179.0,21.0,4.0,179.0,21.0,4.0,73.0,70.0,73.0,16.0
179.0,21.0,8.0,179.0,21.0,8.0,73.0,70.0,73.0,16.0
179.0,25.0,1.0,179.0,25.0,1.0,73.0,70.0,73.0,16.0
180.0,1.0,3.0,180.0,1.0,3.0,72.0,70.0,72.0,21.0
180.0,3.0,3.0,180.0,3.0,3.0,72.0,70.0,72.0,22.0
180.0,7.0,1.0,180.0,7.0,1.0,72.0,70.0,72.0,21.0
180.0,11.0,1.0,180.0,11.0,1.0,72.0,70.0,72.0,23.0
180.0,11.0,3.0,180.0,11.0,3.0,72.0,70.0,72.0,22.0
180.0,15.0,4.0,180.0,15.0,4.0,72.0,70.0,72.0,23.0
180.0,17.0,5.0,180.0,17.0,5.0,73.0,70.0,73.0,22.0
180.0,19.0,1.0,180.0,19.0,1.0,73.0,70.0,73.0,23.0
180.0,19.0,3.0,180.0,19.0,3.0,73.0,70.0,73.0,23.0
180.0,21.0,1.0,180.0,21.0,1.0,73.0,70.0,73.0,23.0
180.0,23.0,1.0,180.0,23.0,1.0,73.0,70.0,73.0,22.0
181.0,2.0,1.0,181.0,2.0,1.0,73.0,70.0,73.0,20.0
181.0,4.0,1.0,181.0,4.0,1.0,73.0,70.0,73.0,20.0
181.0,6.0,3.0,181.0,6.0,3.0,73.0,70.0,73.0,20.0
181.0,8.0,1.0,181.0,8.0,1.0,73.0,70.0,73.0,20.0
181.0,10.0,1.0,181.0,10.0,1.0,73.0,70.0,73.0,20.0
181.0,12.0,1.0,181.0,12.0,1.0,73.0,70.0,73.0,20.0
181.0,14.0,1.0,181.0,14.0,1.0,72.0,70.0,72.0,18.0
181.0,16.0,2.0,181.0,16.0,2.0,72.0,70.0,72.0,18.0
181.0,18.0,1.0,181.0,18.0,1.0,72.0,70.0,72.0,18.0
181.0,20.0,2.0,181.0,20.0,2.0,72.0,70.0,72.0,20.0
182.0,4.0,1.0,182.0,4.0,1.0,61.0,60.0,61.0,5.0
182.0,6.0,1.0,182.0,6.0,1.0,61.0,60.0,61.0,3.0
182.0,20.0,4.0,182.0,20.0,4.0,62.0,60.0,62.0,3.0
182.0,24.0,1.0,182.0,24.0,1.0,62.0,60.0,62.0,4.0
183.0,4.0,1.0,183.0,4.0,1.0,62.0,60.0,62.0,5.0
183.0,6.0,1.0,183.0,6.0,1.0,62.0,60.0,62.0,1.0
183.0,8.0,1.0,183.0,8.0,1.0,62.0,60.0,62.0,1.0
183.0,10.0,3.0,183.0,10.0,3.0,62.0,60.0,62.0,1.0
183.0,16.0,1.0,183.0,16.0,1.0,61.0,60.0,61.0,2.0
183.0,18.0,1.0,183.0,18.0,1.0,61.0,60.0,61.0,1.0
183.0,20.0,1.0,183.0,20.0,1.0,61.0,60.0,61.0,1.0
183.0,20.0,3.0,183.0,20.0,3.0,61.0,60.0,61.0,2.0
183.0,22.0,1.0,183.0,22.0,1.0,61.0,60.0,61.0,1.0
184.0,2.0,1.0,184.0,2.0,1.0,73.0,70.0,73.0,26.0
184.0,6.0,1.0,184.0,6.0,1.0,73.0,70.0,73.0,26.0
184.0,8.0,1.0,184.0,8.0,1.0,73.0,70.0,73.0,25.0
184.0,12.0,2.0,184.0,12.0,2.0,73.0,70.0,73.0,27.0
184.0,14.0,2.0,184.0,14.0,2.0,72.0,70.0,72.0,26.0
184.0,22.0,3.0,184.0,22.0,3.0,72.0,70.0,72.0,27.0
184.0,22.0,4.0,184.0,22.0,4.0,72.0,70.0,72.0,27.0
185.0,2.0,1.0,185.0,2.0,1.0,81.0,80.0,81.0,5.0
185.0,4.0,1.0,185.0,4.0,1.0,81.0,80.0,81.0,5.0
185.0,6.0,1.0,185.0,6.0,1.0,82.0,80.0,82.0,25.0
185.0,6.0,3.0,185.0,6.0,3.0,82.0,80.0,82.0,25.0
185.0,12.0,1.0,185.0,12.0,1.0,81.0,80.0,81.0,5.0
185.0,20.0,1.0,185.0,20.0,1.0,85.0,80.0,85.0,7.0
185.0,24.0,1.0,185.0,24.0,1.0,85.0,80.0,85.0,19.0
185.0,26.0,1.0,185.0,26.0,1.0,81.0,80.0,81.0,7.0
186.0,6.0,1.0,186.0,6.0,1.0,81.0,80.0,81.0,7.0
186.0,12.0,1.0,186.0,12.0,1.0,81.0,80.0,81.0,8.0
186.0,14.0,3.0,186.0,14.0,3.0,81.0,80.0,81.0,8.0
186.0,22.0,1.0,186.0,22.0,1.0,85.0,80.0,85.0,8.0
186.0,24.0,1.0,186.0,24.0,1.0,85.0,80.0,85.0,8.0
186.0,26.0,1.0,186.0,26.0,1.0,85.0,80.0,85.0,26.0
187.0,4.0,1.0,187.0,4.0,1.0,81.0,80.0,81.0,9.0
187.0,6.0,1.0,187.0,6.0,1.0,85.0,80.0,85.0,9.0
187.0,8.0,1.0,187.0,8.0,1.0,85.0,80.0,85.0,10.0
187.0,12.0,1.0,187.0,12.0,1.0,81.0,80.0,81.0,9.0
187.0,14.0,1.0,187.0,14.0,1.0,85.0,80.0,85.0,12.0
187.0,16.0,1.0,187.0,16.0,1.0,85.0,80.0,85.0,10.0
187.0,18.0,1.0,187.0,18.0,1.0,85.0,80.0,85.0,10.0
187.0,20.0,1.0,187.0,20.0,1.0,81.0,80.0,81.0,10.0
187.0,20.0,3.0,187.0,20.0,3.0,85.0,80.0,85.0,12.0
187.0,24.0,3.0,187.0,24.0,3.0,85.0,80.0,85.0,12.0
187.0,26.0,1.0,187.0,26.0,1.0,85.0,80.0,85.0,19.0
188.0,2.0,2.0,188.0,2.0,2.0,92.0,90.0,92.0,14.0
188.0,4.0,1.0,188.0,4.0,1.0,92.0,90.0,92.0,8.0
188.0,6.0,1.0,188.0,6.0,1.0,92.0,90.0,92.0,8.0
188.0,8.0,1.0,188.0,8.0,1.0,92.0,90.0,92.0,8.0
188.0,12.0,1.0,188.0,12.0,1.0,92.0,90.0,92.0,8.0
188.0,12.0,3.0,188.0,12.0,3.0,92.0,90.0,92.0,8.0
188.0,12.0,7.0,188.0,12.0,7.0,92.0,90.0,92.0,7.0
188.0,16.0,1.0,188.0,16.0,1.0,94.0,90.0,94.0,9.0
188.0,18.0,2.0,188.0,18.0,2.0,94.0,90.0,94.0,14.0
188.0,20.0,2.0,188.0,20.0,2.0,94.0,90.0,94.0,14.0
188.0,20.0,6.0,188.0,20.0,6.0,94.0,90.0,94.0,11.0
188.0,22.0,1.0,188.0,22.0,1.0,94.0,90.0,94.0,8.0
189.0,1.0,1.0,189.0,1.0,1.0,94.0,90.0,94.0,5.0
189.0,7.0,2.0,189.0,7.0,2.0,94.0,90.0,94.0,9.0
189.0,13.0,1.0,189.0,13.0,1.0,94.0,90.0,94.0,4.0
189.0,13.0,2.0,189.0,13.0,2.0,94.0,90.0,94.0,9.0
189.0,15.0,3.0,189.0,15.0,3.0,92.0,90.0,92.0,4.0
189.0,17.0,1.0,189.0,17.0,1.0,92.0,90.0,92.0,5.0
189.0,17.0,2.0,189.0,17.0,2.0,92.0,90.0,92.0,11.0
189.0,17.0,3.0,189.0,17.0,3.0,92.0,90.0,92.0,6.0
189.0,19.0,3.0,189.0,19.0,3.0,92.0,90.0,92.0,5.0
189.0,19.0,4.0,189.0,19.0,4.0,92.0,90.0,92.0,9.0
189.0,23.0,1.0,189.0,23.0,1.0,92.0,90.0,92.0,9.0
189.0,25.0,4.0,189.0,25.0,4.0,92.0,90.0,92.0,6.0
190.0,4.0,1.0,190.0,4.0,1.0,94.0,90.0,94.0,14.0
190.0,6.0,6.0,190.0,6.0,6.0,94.0,90.0,94.0,15.0
190.0,8.0,1.0,190.0,8.0,1.0,94.0,90.0,94.0,13.0
190.0,12.0,1.0,190.0,12.0,1.0,94.0,90.0,94.0,15.0
190.0,24.0,1.0,190.0,24.0,1.0,92.0,90.0,92.0,14.0
190.0,26.0,1.0,190.0,26.0,1.0,92.0,90.0,92.0,23.0
191.0,2.0,1.0,191.0,2.0,1.0,94.0,90.0,94.0,11.0
191.0,4.0,1.0,191.0,4.0,1.0,94.0,90.0,94.0,12.0
191.0,4.0,2.0,191.0,4.0,2.0,94.0,90.0,94.0,12.0
191.0,6.0,1.0,191.0,6.0,1.0,94.0,90.0,94.0,16.0
191.0,10.0,1.0,191.0,10.0,1.0,94.0,90.0,94.0,13.0
191.0,12.0,2.0,191.0,12.0,2.0,94.0,90.0,94.0,18.0
191.0,20.0,1.0,191.0,20.0,1.0,92.0,90.0,92.0,13.0
191.0,20.0,4.0,191.0,20.0,4.0,92.0,90.0,92.0,13.0
191.0,22.0,1.0,191.0,22.0,1.0,92.0,90.0,92.0,13.0
191.0,26.0,1.0,191.0,26.0,1.0,92.0,90.0,92.0,11.0
192.0,2.0,1.0,192.0,2.0,1.0,94.0,90.0,94.0,24.0
192.0,2.0,5.0,192.0,2.0,5.0,94.0,90.0,94.0,24.0
192.0,4.0,1.0,192.0,4.0,1.0,94.0,90.0,94.0,22.0
192.0,10.0,1.0,192.0,10.0,1.0,94.0,90.0,94.0,22.0
192.0,12.0,1.0,192.0,12.0,1.0,94.0,90.0,94.0,23.0
192.0,18.0,1.0,192.0,18.0,1.0,92.0,90.0,92.0,23.0
192.0,18.0,3.0,192.0,18.0,3.0,92.0,90.0,92.0,23.0
192.0,20.0,3.0,192.0,20.0,3.0,92.0,90.0,92.0,23.0
193.0,5.0,2.0,193.0,5.0,2.0,94.0,90.0,94.0,18.0
193.0,7.0,1.0,193.0,7.0,1.0,94.0,90.0,94.0,18.0
193.0,13.0,4.0,193.0,13.0,4.0,94.0,90.0,94.0,20.0
193.0,13.0,5.0,193.0,13.0,5.0,94.0,90.0,94.0,19.0
193.0,15.0,1.0,193.0,15.0,1.0,92.0,90.0,92.0,18.0
193.0,17.0,1.0,193.0,17.0,1.0,92.0,90.0,92.0,19.0
193.0,19.0,1.0,193.0,19.0,1.0,92.0,90.0,92.0,19.0
193.0,19.0,3.0,193.0,19.0,3.0,92.0,90.0,92.0,18.0
193.0,19.0,4.0,193.0,19.0,4.0,92.0,90.0,92.0,20.0
193.0,23.0,2.0,193.0,23.0,2.0,92.0,90.0,92.0,18.0
193.0,23.0,3.0,193.0,23.0,3.0,92.0,90.0,92.0,18.0
194.0,4.0,1.0,194.0,4.0,1.0,92.0,90.0,92.0,22.0
194.0,8.0,1.0,194.0,8.0,1.0,92.0,90.0,92.0,21.0
194.0,10.0,1.0,194.0,10.0,1.0,92.0,90.0,92.0,20.0
194.0,14.0,1.0,194.0,14.0,1.0,94.0,90.0,94.0,20.0
194.0,18.0,1.0,194.0,18.0,1.0,94.0,90.0,94.0,20.0
194.0,20.0,1.0,194.0,20.0,1.0,94.0,90.0,94.0,20.0
195.0,1.0,1.0,195.0,1.0,1.0,81.0,80.0,81.0,9.0
195.0,3.0,1.0,195.0,3.0,1.0,81.0,80.0,81.0,8.0
195.0,7.0,2.0,195.0,7.0,2.0,81.0,80.0,81.0,8.0
195.0,7.0,3.0,195.0,7.0,3.0,81.0,80.0,81.0,8.0
195.0,9.0,1.0,195.0,9.0,1.0,81.0,80.0,81.0,9.0
195.0,11.0,1.0,195.0,11.0,1.0,85.0,80.0,85.0,9.0
195.0,13.0,1.0,195.0,13.0,1.0,85.0,80.0,85.0,8.0
195.0,15.0,4.0,195.0,15.0,4.0,85.0,80.0,85.0,9.0
195.0,17.0,1.0,195.0,17.0,1.0,81.0,80.0,81.0,9.0
195.0,19.0,3.0,195.0,19.0,3.0,81.0,80.0,81.0,8.0
195.0,23.0,4.0,195.0,23.0,4.0,85.0,80.0,85.0,9.0
195.0,25.0,1.0,195.0,25.0,1.0,85.0,80.0,85.0,9.0
195.0,25.0,3.0,195.0,25.0,3.0,85.0,80.0,85.0,9.0
195.0,25.0,4.0,195.0,25.0,4.0,85.0,80.0,85.0,9.0
195.0,25.0,5.0,195.0,25.0,5.0,85.0,80.0,85.0,9.0
196.0,2.0,1.0,196.0,2.0,1.0,94.0,90.0,94.0,3.0
196.0,8.0,1.0,196.0,8.0,1.0,94.0,90.0,94.0,26.0
196.0,10.0,3.0,196.0,10.0,3.0,94.0,90.0,94.0,23.0
196.0,12.0,1.0,196.0,12.0,1.0,94.0,90.0,94.0,25.0
196.0,14.0,1.0,196.0,14.0,1.0,92.0,90.0,92.0,2.0
196.0,16.0,1.0,196.0,16.0,1.0,92.0,90.0,92.0,26.0
196.0,16.0,3.0,196.0,16.0,3.0,92.0,90.0,92.0,31.0
196.0,18.0,1.0,196.0,18.0,1.0,92.0,90.0,92.0,23.0
196.0,20.0,2.0,196.0,20.0,2.0,92.0,90.0,92.0,28.0
196.0,22.0,1.0,196.0,22.0,1.0,92.0,90.0,92.0,30.0
197.0,1.0,1.0,197.0,1.0,1.0,92.0,90.0,92.0,1.0
197.0,1.0,2.0,197.0,1.0,2.0,92.0,90.0,92.0,1.0
197.0,1.0,3.0,197.0,1.0,3.0,92.0,90.0,92.0,1.0
197.0,5.0,1.0,197.0,5.0,1.0,92.0,90.0,92.0,31.0
197.0,7.0,1.0,197.0,7.0,1.0,92.0,90.0,92.0,30.0
197.0,9.0,1.0,197.0,9.0,1.0,92.0,90.0,92.0,31.0
197.0,21.0,2.0,197.0,21.0,2.0,94.0,90.0,94.0,1.0
197.0,23.0,1.0,197.0,23.0,1.0,94.0,90.0,94.0,31.0
197.0,25.0,1.0,197.0,25.0,1.0,94.0,90.0,94.0,1.0
198.0,1.0,2.0,198.0,1.0,2.0,94.0,90.0,94.0,31.0
198.0,1.0,6.0,198.0,1.0,6.0,94.0,90.0,94.0,29.0
198.0,3.0,1.0,198.0,3.0,1.0,94.0,90.0,94.0,31.0
198.0,5.0,1.0,198.0,5.0,1.0,94.0,90.0,94.0,29.0
198.0,5.0,3.0,198.0,5.0,3.0,94.0,90.0,94.0,28.0
198.0,11.0,1.0,198.0,11.0,1.0,94.0,90.0,94.0,30.0
198.0,13.0,1.0,198.0,13.0,1.0,94.0,90.0,94.0,30.0
198.0,15.0,1.0,198.0,15.0,1.0,92.0,90.0,92.0,28.0
198.0,15.0,2.0,198.0,15.0,2.0,92.0,90.0,92.0,30.0
198.0,17.0,1.0,198.0,17.0,1.0,92.0,90.0,92.0,29.0
