Cluster number,Household number,Line number,Cluster number,Household number,Man's line number,Interviewer number,Supervisor number,Interviewer number,Day of interview
221.0,24.0,5.0,221.0,24.0,5.0,85.0,80.0,85.0,23.0
222.0,1.0,3.0,222.0,1.0,3.0,81.0,80.0,81.0,24.0
222.0,1.0,4.0,222.0,1.0,4.0,81.0,80.0,81.0,24.0
222.0,1.0,5.0,222.0,1.0,5.0,81.0,80.0,81.0,24.0
222.0,5.0,1.0,222.0,5.0,1.0,85.0,80.0,85.0,24.0
222.0,7.0,3.0,222.0,7.0,3.0,85.0,80.0,85.0,24.0
222.0,9.0,1.0,222.0,9.0,1.0,81.0,80.0,81.0,24.0
222.0,11.0,1.0,222.0,11.0,1.0,81.0,80.0,81.0,26.0
222.0,17.0,1.0,222.0,17.0,1.0,85.0,80.0,85.0,25.0
222.0,21.0,1.0,222.0,21.0,1.0,81.0,80.0,81.0,24.0
222.0,23.0,1.0,222.0,23.0,1.0,81.0,80.0,81.0,24.0
222.0,25.0,1.0,222.0,25.0,1.0,81.0,80.0,81.0,25.0
223.0,2.0,2.0,223.0,2.0,2.0,82.0,80.0,82.0,21.0
223.0,4.0,1.0,223.0,4.0,1.0,81.0,80.0,81.0,22.0
223.0,4.0,2.0,223.0,4.0,2.0,81.0,80.0,81.0,21.0
223.0,6.0,3.0,223.0,6.0,3.0,82.0,80.0,82.0,22.0
223.0,10.0,2.0,223.0,10.0,2.0,82.0,80.0,82.0,22.0
223.0,12.0,1.0,223.0,12.0,1.0,81.0,80.0,81.0,22.0
223.0,14.0,1.0,223.0,14.0,1.0,82.0,80.0,82.0,21.0
223.0,14.0,3.0,223.0,14.0,3.0,82.0,80.0,82.0,22.0
223.0,18.0,2.0,223.0,18.0,2.0,81.0,80.0,81.0,22.0
223.0,20.0,1.0,223.0,20.0,1.0,81.0,80.0,81.0,22.0
223.0,20.0,3.0,223.0,20.0,3.0,81.0,80.0,81.0,22.0
223.0,24.0,1.0,223.0,24.0,1.0,82.0,80.0,82.0,22.0
224.0,5.0,3.0,224.0,5.0,3.0,82.0,80.0,82.0,20.0
224.0,5.0,4.0,224.0,5.0,4.0,82.0,80.0,82.0,20.0
224.0,9.0,1.0,224.0,9.0,1.0,81.0,80.0,81.0,20.0
224.0,13.0,2.0,224.0,13.0,2.0,82.0,80.0,82.0,19.0
224.0,13.0,3.0,224.0,13.0,3.0,82.0,80.0,82.0,19.0
224.0,17.0,1.0,224.0,17.0,1.0,81.0,80.0,81.0,20.0
224.0,21.0,1.0,224.0,21.0,1.0,81.0,80.0,81.0,20.0
224.0,21.0,3.0,224.0,21.0,3.0,81.0,80.0,81.0,20.0
224.0,25.0,1.0,224.0,25.0,1.0,81.0,80.0,81.0,19.0
225.0,2.0,2.0,225.0,2.0,2.0,85.0,80.0,85.0,31.0
225.0,4.0,3.0,225.0,4.0,3.0,85.0,80.0,85.0,11.0
225.0,8.0,2.0,225.0,8.0,2.0,81.0,80.0,81.0,11.0
225.0,10.0,1.0,225.0,10.0,1.0,81.0,80.0,81.0,11.0
225.0,14.0,1.0,225.0,14.0,1.0,85.0,80.0,85.0,26.0
225.0,18.0,1.0,225.0,18.0,1.0,85.0,80.0,85.0,26.0
225.0,20.0,1.0,225.0,20.0,1.0,81.0,80.0,81.0,26.0
225.0,22.0,1.0,225.0,22.0,1.0,85.0,80.0,85.0,26.0
225.0,22.0,3.0,225.0,22.0,3.0,85.0,80.0,85.0,26.0
225.0,24.0,4.0,225.0,24.0,4.0,85.0,80.0,85.0,31.0
225.0,24.0,7.0,225.0,24.0,7.0,85.0,80.0,85.0,26.0
226.0,6.0,1.0,226.0,6.0,1.0,82.0,80.0,82.0,14.0
226.0,10.0,1.0,226.0,10.0,1.0,82.0,80.0,82.0,14.0
226.0,12.0,2.0,226.0,12.0,2.0,82.0,80.0,82.0,15.0
226.0,12.0,3.0,226.0,12.0,3.0,82.0,80.0,82.0,15.0
226.0,12.0,4.0,226.0,12.0,4.0,82.0,80.0,82.0,15.0
226.0,14.0,1.0,226.0,14.0,1.0,82.0,80.0,82.0,15.0
226.0,18.0,3.0,226.0,18.0,3.0,82.0,80.0,82.0,15.0
226.0,18.0,6.0,226.0,18.0,6.0,82.0,80.0,82.0,14.0
226.0,20.0,2.0,226.0,20.0,2.0,81.0,80.0,81.0,15.0
226.0,22.0,1.0,226.0,22.0,1.0,81.0,80.0,81.0,14.0
226.0,22.0,3.0,226.0,22.0,3.0,81.0,80.0,81.0,15.0
227.0,5.0,2.0,227.0,5.0,2.0,81.0,80.0,81.0,16.0
227.0,7.0,1.0,227.0,7.0,1.0,82.0,80.0,82.0,16.0
227.0,7.0,5.0,227.0,7.0,5.0,82.0,80.0,82.0,16.0
227.0,7.0,6.0,227.0,7.0,6.0,82.0,80.0,82.0,16.0
227.0,9.0,1.0,227.0,9.0,1.0,82.0,80.0,82.0,17.0
227.0,11.0,1.0,227.0,11.0,1.0,81.0,80.0,81.0,15.0
227.0,13.0,1.0,227.0,13.0,1.0,81.0,80.0,81.0,15.0
227.0,15.0,1.0,227.0,15.0,1.0,81.0,80.0,81.0,15.0
227.0,15.0,3.0,227.0,15.0,3.0,81.0,80.0,81.0,16.0
227.0,15.0,4.0,227.0,15.0,4.0,81.0,80.0,81.0,16.0
227.0,15.0,5.0,227.0,15.0,5.0,81.0,80.0,81.0,15.0
227.0,19.0,6.0,227.0,19.0,6.0,81.0,80.0,81.0,16.0
227.0,25.0,1.0,227.0,25.0,1.0,82.0,80.0,82.0,15.0
228.0,2.0,1.0,228.0,2.0,1.0,85.0,80.0,85.0,13.0
228.0,4.0,1.0,228.0,4.0,1.0,81.0,80.0,81.0,13.0
228.0,6.0,1.0,228.0,6.0,1.0,81.0,80.0,81.0,14.0
228.0,6.0,3.0,228.0,6.0,3.0,85.0,80.0,85.0,14.0
228.0,6.0,4.0,228.0,6.0,4.0,85.0,80.0,85.0,14.0
228.0,8.0,1.0,228.0,8.0,1.0,85.0,80.0,85.0,13.0
228.0,10.0,1.0,228.0,10.0,1.0,85.0,80.0,85.0,13.0
228.0,10.0,6.0,228.0,10.0,6.0,85.0,80.0,85.0,13.0
228.0,10.0,7.0,228.0,10.0,7.0,85.0,80.0,85.0,13.0
228.0,16.0,3.0,228.0,16.0,3.0,85.0,80.0,85.0,12.0
228.0,18.0,3.0,228.0,18.0,3.0,81.0,80.0,81.0,14.0
228.0,18.0,4.0,228.0,18.0,4.0,81.0,80.0,81.0,12.0
228.0,20.0,1.0,228.0,20.0,1.0,85.0,80.0,85.0,12.0
228.0,22.0,2.0,228.0,22.0,2.0,85.0,80.0,85.0,14.0
228.0,24.0,3.0,228.0,24.0,3.0,81.0,80.0,81.0,12.0
228.0,24.0,6.0,228.0,24.0,6.0,81.0,80.0,81.0,12.0
228.0,24.0,10.0,228.0,24.0,10.0,81.0,80.0,81.0,13.0
229.0,3.0,1.0,229.0,3.0,1.0,82.0,80.0,82.0,24.0
229.0,3.0,7.0,229.0,3.0,7.0,82.0,80.0,82.0,24.0
229.0,5.0,2.0,229.0,5.0,2.0,81.0,80.0,81.0,23.0
229.0,5.0,3.0,229.0,5.0,3.0,81.0,80.0,81.0,23.0
229.0,9.0,1.0,229.0,9.0,1.0,82.0,80.0,82.0,24.0
229.0,11.0,1.0,229.0,11.0,1.0,81.0,80.0,81.0,24.0
229.0,17.0,1.0,229.0,17.0,1.0,82.0,80.0,82.0,24.0
229.0,17.0,2.0,229.0,17.0,2.0,82.0,80.0,82.0,24.0
229.0,21.0,1.0,229.0,21.0,1.0,82.0,80.0,82.0,24.0
229.0,21.0,2.0,229.0,21.0,2.0,82.0,80.0,82.0,24.0
229.0,21.0,6.0,229.0,21.0,6.0,82.0,80.0,82.0,24.0
229.0,25.0,3.0,229.0,25.0,3.0,81.0,80.0,81.0,24.0
229.0,25.0,4.0,229.0,25.0,4.0,81.0,80.0,81.0,24.0
229.0,25.0,5.0,229.0,25.0,5.0,81.0,80.0,81.0,24.0
229.0,25.0,6.0,229.0,25.0,6.0,82.0,80.0,82.0,24.0
229.0,25.0,11.0,229.0,25.0,11.0,81.0,80.0,81.0,24.0
230.0,1.0,1.0,230.0,1.0,1.0,92.0,90.0,92.0,7.0
230.0,1.0,3.0,230.0,1.0,3.0,92.0,90.0,92.0,7.0
230.0,3.0,1.0,230.0,3.0,1.0,92.0,90.0,92.0,7.0
230.0,3.0,2.0,230.0,3.0,2.0,92.0,90.0,92.0,9.0
230.0,7.0,8.0,230.0,7.0,8.0,92.0,90.0,92.0,9.0
230.0,9.0,1.0,230.0,9.0,1.0,94.0,90.0,94.0,7.0
230.0,11.0,4.0,230.0,11.0,4.0,94.0,90.0,94.0,7.0
230.0,13.0,1.0,230.0,13.0,1.0,92.0,90.0,92.0,6.0
230.0,17.0,2.0,230.0,17.0,2.0,94.0,90.0,94.0,7.0
230.0,19.0,1.0,230.0,19.0,1.0,94.0,90.0,94.0,6.0
230.0,25.0,1.0,230.0,25.0,1.0,94.0,90.0,94.0,6.0
230.0,25.0,3.0,230.0,25.0,3.0,94.0,90.0,94.0,6.0
231.0,1.0,1.0,231.0,1.0,1.0,94.0,90.0,94.0,22.0
231.0,3.0,1.0,231.0,3.0,1.0,94.0,90.0,94.0,22.0
231.0,3.0,3.0,231.0,3.0,3.0,94.0,90.0,94.0,22.0
231.0,5.0,1.0,231.0,5.0,1.0,94.0,90.0,94.0,25.0
231.0,7.0,1.0,231.0,7.0,1.0,94.0,90.0,94.0,21.0
231.0,11.0,2.0,231.0,11.0,2.0,94.0,90.0,94.0,23.0
231.0,13.0,3.0,231.0,13.0,3.0,94.0,90.0,94.0,23.0
231.0,17.0,1.0,231.0,17.0,1.0,92.0,90.0,92.0,22.0
231.0,19.0,1.0,231.0,19.0,1.0,92.0,90.0,92.0,22.0
231.0,19.0,3.0,231.0,19.0,3.0,92.0,90.0,92.0,22.0
231.0,21.0,1.0,231.0,21.0,1.0,92.0,90.0,92.0,23.0
231.0,23.0,3.0,231.0,23.0,3.0,92.0,90.0,92.0,25.0
231.0,25.0,2.0,231.0,25.0,2.0,92.0,90.0,92.0,23.0
232.0,4.0,1.0,232.0,4.0,1.0,92.0,90.0,92.0,2.0
232.0,10.0,1.0,232.0,10.0,1.0,92.0,90.0,92.0,3.0
232.0,12.0,1.0,232.0,12.0,1.0,92.0,90.0,92.0,26.0
232.0,16.0,2.0,232.0,16.0,2.0,94.0,90.0,94.0,3.0
232.0,18.0,1.0,232.0,18.0,1.0,94.0,90.0,94.0,3.0
232.0,20.0,3.0,232.0,20.0,3.0,94.0,90.0,94.0,3.0
232.0,24.0,3.0,232.0,24.0,3.0,94.0,90.0,94.0,3.0
232.0,26.0,1.0,232.0,26.0,1.0,94.0,90.0,94.0,3.0
232.0,26.0,2.0,232.0,26.0,2.0,94.0,90.0,94.0,3.0
233.0,2.0,1.0,233.0,2.0,1.0,101.0,100.0,101.0,2.0
233.0,4.0,1.0,233.0,4.0,1.0,101.0,100.0,101.0,2.0
233.0,8.0,1.0,233.0,8.0,1.0,101.0,100.0,101.0,1.0
233.0,12.0,1.0,233.0,12.0,1.0,101.0,100.0,101.0,26.0
233.0,12.0,2.0,233.0,12.0,2.0,101.0,100.0,101.0,1.0
233.0,14.0,1.0,233.0,14.0,1.0,102.0,100.0,102.0,2.0
233.0,18.0,1.0,233.0,18.0,1.0,102.0,100.0,102.0,1.0
233.0,22.0,1.0,233.0,22.0,1.0,102.0,100.0,102.0,26.0
233.0,24.0,2.0,233.0,24.0,2.0,102.0,100.0,102.0,2.0
233.0,26.0,1.0,233.0,26.0,1.0,102.0,100.0,102.0,1.0
234.0,5.0,1.0,234.0,5.0,1.0,102.0,100.0,102.0,15.0
234.0,7.0,1.0,234.0,7.0,1.0,102.0,100.0,102.0,16.0
234.0,9.0,5.0,234.0,9.0,5.0,102.0,100.0,102.0,13.0
234.0,17.0,1.0,234.0,17.0,1.0,101.0,100.0,101.0,13.0
234.0,19.0,3.0,234.0,19.0,3.0,101.0,100.0,101.0,15.0
235.0,6.0,1.0,235.0,6.0,1.0,102.0,100.0,102.0,15.0
235.0,8.0,1.0,235.0,8.0,1.0,102.0,100.0,102.0,16.0
235.0,10.0,1.0,235.0,10.0,1.0,102.0,100.0,102.0,12.0
235.0,12.0,2.0,235.0,12.0,2.0,102.0,100.0,102.0,10.0
235.0,14.0,1.0,235.0,14.0,1.0,101.0,100.0,101.0,12.0
235.0,18.0,1.0,235.0,18.0,1.0,101.0,100.0,101.0,10.0
235.0,18.0,5.0,235.0,18.0,5.0,101.0,100.0,101.0,12.0
235.0,22.0,1.0,235.0,22.0,1.0,101.0,100.0,101.0,12.0
235.0,24.0,1.0,235.0,24.0,1.0,101.0,100.0,101.0,13.0
235.0,26.0,1.0,235.0,26.0,1.0,101.0,100.0,101.0,12.0
236.0,1.0,4.0,236.0,1.0,4.0,102.0,100.0,102.0,31.0
236.0,5.0,1.0,236.0,5.0,1.0,102.0,100.0,102.0,1.0
236.0,9.0,1.0,236.0,9.0,1.0,102.0,100.0,102.0,1.0
236.0,11.0,1.0,236.0,11.0,1.0,102.0,100.0,102.0,14.0
236.0,15.0,1.0,236.0,15.0,1.0,101.0,100.0,101.0,31.0
236.0,19.0,1.0,236.0,19.0,1.0,101.0,100.0,101.0,2.0
236.0,21.0,1.0,236.0,21.0,1.0,101.0,100.0,101.0,1.0
236.0,23.0,1.0,236.0,23.0,1.0,101.0,100.0,101.0,1.0
236.0,25.0,1.0,236.0,25.0,1.0,101.0,100.0,101.0,14.0
237.0,1.0,1.0,237.0,1.0,1.0,101.0,100.0,101.0,28.0
237.0,3.0,1.0,237.0,3.0,1.0,101.0,100.0,101.0,25.0
237.0,9.0,1.0,237.0,9.0,1.0,101.0,100.0,101.0,28.0
237.0,9.0,2.0,237.0,9.0,2.0,101.0,100.0,101.0,30.0
237.0,9.0,3.0,237.0,9.0,3.0,101.0,100.0,101.0,26.0
237.0,15.0,1.0,237.0,15.0,1.0,102.0,100.0,102.0,30.0
237.0,17.0,1.0,237.0,17.0,1.0,102.0,100.0,102.0,7.0
237.0,19.0,1.0,237.0,19.0,1.0,102.0,100.0,102.0,26.0
237.0,21.0,1.0,237.0,21.0,1.0,102.0,100.0,102.0,31.0
237.0,23.0,1.0,237.0,23.0,1.0,102.0,100.0,102.0,27.0
238.0,1.0,1.0,238.0,1.0,1.0,101.0,100.0,101.0,28.0
238.0,3.0,2.0,238.0,3.0,2.0,101.0,100.0,101.0,30.0
238.0,3.0,4.0,238.0,3.0,4.0,101.0,100.0,101.0,30.0
238.0,5.0,1.0,238.0,5.0,1.0,101.0,100.0,101.0,31.0
238.0,11.0,3.0,238.0,11.0,3.0,101.0,100.0,101.0,30.0
238.0,13.0,1.0,238.0,13.0,1.0,101.0,100.0,101.0,31.0
238.0,15.0,1.0,238.0,15.0,1.0,102.0,100.0,102.0,30.0
238.0,17.0,1.0,238.0,17.0,1.0,102.0,100.0,102.0,31.0
239.0,3.0,1.0,239.0,3.0,1.0,101.0,100.0,101.0,27.0
239.0,5.0,1.0,239.0,5.0,1.0,101.0,100.0,101.0,27.0
239.0,9.0,1.0,239.0,9.0,1.0,101.0,100.0,101.0,27.0
239.0,11.0,1.0,239.0,11.0,1.0,101.0,100.0,101.0,30.0
239.0,17.0,1.0,239.0,17.0,1.0,102.0,100.0,102.0,3.0
239.0,19.0,1.0,239.0,19.0,1.0,102.0,100.0,102.0,31.0
239.0,21.0,1.0,239.0,21.0,1.0,102.0,100.0,102.0,28.0
239.0,21.0,3.0,239.0,21.0,3.0,102.0,100.0,102.0,27.0
239.0,23.0,1.0,239.0,23.0,1.0,102.0,100.0,102.0,31.0
239.0,25.0,1.0,239.0,25.0,1.0,102.0,100.0,102.0,1.0
240.0,1.0,1.0,240.0,1.0,1.0,102.0,100.0,102.0,6.0
240.0,9.0,1.0,240.0,9.0,1.0,102.0,100.0,102.0,6.0
240.0,9.0,3.0,240.0,9.0,3.0,102.0,100.0,102.0,6.0
240.0,9.0,5.0,240.0,9.0,5.0,102.0,100.0,102.0,6.0
240.0,13.0,4.0,240.0,13.0,4.0,102.0,100.0,102.0,7.0
240.0,13.0,5.0,240.0,13.0,5.0,102.0,100.0,102.0,7.0
240.0,15.0,1.0,240.0,15.0,1.0,101.0,100.0,101.0,6.0
240.0,21.0,3.0,240.0,21.0,3.0,101.0,100.0,101.0,7.0
241.0,8.0,1.0,241.0,8.0,1.0,101.0,100.0,101.0,11.0
241.0,12.0,5.0,241.0,12.0,5.0,101.0,100.0,101.0,10.0
241.0,16.0,1.0,241.0,16.0,1.0,102.0,100.0,102.0,10.0
241.0,18.0,3.0,241.0,18.0,3.0,102.0,100.0,102.0,11.0
241.0,18.0,5.0,241.0,18.0,5.0,102.0,100.0,102.0,10.0
241.0,20.0,1.0,241.0,20.0,1.0,102.0,100.0,102.0,10.0
241.0,24.0,2.0,241.0,24.0,2.0,102.0,100.0,102.0,10.0
241.0,24.0,3.0,241.0,24.0,3.0,102.0,100.0,102.0,10.0
242.0,1.0,2.0,242.0,1.0,2.0,101.0,100.0,101.0,4.0
242.0,3.0,2.0,242.0,3.0,2.0,101.0,100.0,101.0,3.0
242.0,3.0,3.0,242.0,3.0,3.0,101.0,100.0,101.0,3.0
242.0,5.0,1.0,242.0,5.0,1.0,101.0,100.0,101.0,4.0
242.0,7.0,1.0,242.0,7.0,1.0,101.0,100.0,101.0,3.0
242.0,11.0,1.0,242.0,11.0,1.0,101.0,100.0,101.0,4.0
242.0,13.0,1.0,242.0,13.0,1.0,101.0,100.0,101.0,4.0
242.0,15.0,1.0,242.0,15.0,1.0,102.0,100.0,102.0,4.0
242.0,17.0,2.0,242.0,17.0,2.0,102.0,100.0,102.0,4.0
242.0,17.0,3.0,242.0,17.0,3.0,102.0,100.0,102.0,4.0
242.0,19.0,1.0,242.0,19.0,1.0,102.0,100.0,102.0,3.0
242.0,21.0,1.0,242.0,21.0,1.0,102.0,100.0,102.0,3.0
243.0,2.0,1.0,243.0,2.0,1.0,101.0,100.0,101.0,24.0
243.0,6.0,2.0,243.0,6.0,2.0,101.0,100.0,101.0,24.0
243.0,6.0,3.0,243.0,6.0,3.0,101.0,100.0,101.0,24.0
243.0,14.0,1.0,243.0,14.0,1.0,102.0,100.0,102.0,2.0
243.0,22.0,2.0,243.0,22.0,2.0,102.0,100.0,102.0,2.0
244.0,3.0,2.0,244.0,3.0,2.0,101.0,100.0,101.0,22.0
244.0,3.0,5.0,244.0,3.0,5.0,101.0,100.0,101.0,23.0
244.0,7.0,1.0,244.0,7.0,1.0,101.0,100.0,101.0,23.0
244.0,7.0,3.0,244.0,7.0,3.0,101.0,100.0,101.0,23.0
244.0,13.0,1.0,244.0,13.0,1.0,101.0,100.0,101.0,23.0
244.0,19.0,1.0,244.0,19.0,1.0,102.0,100.0,102.0,22.0
244.0,21.0,2.0,244.0,21.0,2.0,102.0,100.0,102.0,23.0
244.0,23.0,3.0,244.0,23.0,3.0,102.0,100.0,102.0,23.0
244.0,23.0,4.0,244.0,23.0,4.0,102.0,100.0,102.0,22.0
244.0,23.0,5.0,244.0,23.0,5.0,102.0,100.0,102.0,23.0
244.0,25.0,1.0,244.0,25.0,1.0,102.0,100.0,102.0,23.0
245.0,1.0,1.0,245.0,1.0,1.0,101.0,100.0,101.0,13.0
245.0,1.0,3.0,245.0,1.0,3.0,101.0,100.0,101.0,13.0
245.0,5.0,1.0,245.0,5.0,1.0,101.0,100.0,101.0,13.0
245.0,11.0,2.0,245.0,11.0,2.0,101.0,100.0,101.0,14.0
245.0,11.0,3.0,245.0,11.0,3.0,101.0,100.0,101.0,14.0
245.0,13.0,2.0,245.0,13.0,2.0,101.0,100.0,101.0,14.0
245.0,17.0,1.0,245.0,17.0,1.0,102.0,100.0,102.0,13.0
245.0,19.0,1.0,245.0,19.0,1.0,102.0,100.0,102.0,14.0
245.0,21.0,3.0,245.0,21.0,3.0,102.0,100.0,102.0,14.0
245.0,21.0,4.0,245.0,21.0,4.0,102.0,100.0,102.0,14.0
245.0,25.0,1.0,245.0,25.0,1.0,102.0,100.0,102.0,13.0
245.0,25.0,3.0,245.0,25.0,3.0,102.0,100.0,102.0,13.0
246.0,2.0,3.0,246.0,2.0,3.0,102.0,100.0,102.0,19.0
246.0,6.0,2.0,246.0,6.0,2.0,102.0,100.0,102.0,18.0
246.0,8.0,1.0,246.0,8.0,1.0,102.0,100.0,102.0,18.0
246.0,10.0,1.0,246.0,10.0,1.0,102.0,100.0,102.0,19.0
246.0,12.0,1.0,246.0,12.0,1.0,102.0,100.0,102.0,18.0
246.0,16.0,1.0,246.0,16.0,1.0,101.0,100.0,101.0,18.0
246.0,18.0,1.0,246.0,18.0,1.0,101.0,100.0,101.0,18.0
246.0,20.0,1.0,246.0,20.0,1.0,101.0,100.0,101.0,19.0
246.0,20.0,3.0,246.0,20.0,3.0,101.0,100.0,101.0,20.0
246.0,22.0,1.0,246.0,22.0,1.0,101.0,100.0,101.0,19.0
246.0,24.0,1.0,246.0,24.0,1.0,101.0,100.0,101.0,18.0
246.0,26.0,1.0,246.0,26.0,1.0,101.0,100.0,101.0,19.0
247.0,3.0,3.0,247.0,3.0,3.0,101.0,100.0,101.0,9.0
247.0,13.0,1.0,247.0,13.0,1.0,101.0,100.0,101.0,8.0
247.0,13.0,3.0,247.0,13.0,3.0,101.0,100.0,101.0,8.0
247.0,15.0,2.0,247.0,15.0,2.0,102.0,100.0,102.0,9.0
247.0,15.0,3.0,247.0,15.0,3.0,102.0,100.0,102.0,8.0
247.0,17.0,1.0,247.0,17.0,1.0,102.0,100.0,102.0,9.0
247.0,19.0,1.0,247.0,19.0,1.0,102.0,100.0,102.0,9.0
247.0,21.0,1.0,247.0,21.0,1.0,102.0,100.0,102.0,8.0
248.0,4.0,1.0,248.0,4.0,1.0,12.0,10.0,12.0,20.0
248.0,6.0,3.0,248.0,6.0,3.0,12.0,10.0,12.0,20.0
248.0,14.0,1.0,248.0,14.0,1.0,13.0,10.0,13.0,20.0
248.0,16.0,1.0,248.0,16.0,1.0,13.0,10.0,13.0,20.0
248.0,18.0,2.0,248.0,18.0,2.0,13.0,10.0,13.0,20.0
249.0,2.0,1.0,249.0,2.0,1.0,13.0,10.0,13.0,2.0
249.0,4.0,3.0,249.0,4.0,3.0,12.0,10.0,12.0,2.0
249.0,4.0,4.0,249.0,4.0,4.0,12.0,10.0,12.0,2.0
249.0,18.0,2.0,249.0,18.0,2.0,13.0,10.0,13.0,1.0
249.0,18.0,3.0,249.0,18.0,3.0,13.0,10.0,13.0,1.0
249.0,20.0,2.0,249.0,20.0,2.0,12.0,10.0,12.0,2.0
249.0,22.0,3.0,249.0,22.0,3.0,12.0,10.0,12.0,2.0
249.0,22.0,4.0,249.0,22.0,4.0,12.0,10.0,12.0,1.0
250.0,2.0,3.0,250.0,2.0,3.0,12.0,10.0,12.0,2.0
250.0,4.0,1.0,250.0,4.0,1.0,12.0,10.0,12.0,2.0
250.0,6.0,3.0,250.0,6.0,3.0,12.0,10.0,12.0,2.0
250.0,8.0,3.0,250.0,8.0,3.0,12.0,10.0,12.0,2.0
250.0,10.0,1.0,250.0,10.0,1.0,12.0,10.0,12.0,2.0
250.0,10.0,3.0,250.0,10.0,3.0,12.0,10.0,12.0,2.0
250.0,10.0,4.0,250.0,10.0,4.0,12.0,10.0,12.0,2.0
250.0,12.0,11.0,250.0,12.0,11.0,12.0,10.0,12.0,2.0
250.0,14.0,2.0,250.0,14.0,2.0,13.0,10.0,13.0,30.0
250.0,14.0,3.0,250.0,14.0,3.0,13.0,10.0,13.0,30.0
250.0,14.0,4.0,250.0,14.0,4.0,13.0,10.0,13.0,30.0
250.0,14.0,5.0,250.0,14.0,5.0,13.0,10.0,13.0,30.0
250.0,20.0,1.0,250.0,20.0,1.0,13.0,10.0,13.0,29.0
250.0,22.0,8.0,250.0,22.0,8.0,13.0,10.0,13.0,30.0
250.0,24.0,2.0,250.0,24.0,2.0,13.0,10.0,13.0,29.0
250.0,24.0,4.0,250.0,24.0,4.0,13.0,10.0,13.0,30.0
251.0,4.0,3.0,251.0,4.0,3.0,102.0,100.0,102.0,22.0
251.0,8.0,3.0,251.0,8.0,3.0,101.0,100.0,101.0,23.0
251.0,12.0,1.0,251.0,12.0,1.0,101.0,100.0,101.0,23.0
251.0,16.0,1.0,251.0,16.0,1.0,102.0,100.0,102.0,22.0
251.0,18.0,1.0,251.0,18.0,1.0,102.0,100.0,102.0,22.0
251.0,20.0,1.0,251.0,20.0,1.0,102.0,100.0,102.0,22.0
251.0,20.0,3.0,251.0,20.0,3.0,102.0,100.0,102.0,23.0
251.0,24.0,1.0,251.0,24.0,1.0,102.0,100.0,102.0,23.0
251.0,26.0,2.0,251.0,26.0,2.0,102.0,100.0,102.0,23.0
252.0,4.0,1.0,252.0,4.0,1.0,101.0,100.0,101.0,19.0
252.0,6.0,2.0,252.0,6.0,2.0,102.0,100.0,102.0,19.0
252.0,20.0,1.0,252.0,20.0,1.0,101.0,100.0,101.0,20.0
253.0,2.0,1.0,253.0,2.0,1.0,102.0,100.0,102.0,18.0
253.0,2.0,3.0,253.0,2.0,3.0,102.0,100.0,102.0,18.0
253.0,4.0,2.0,253.0,4.0,2.0,102.0,100.0,102.0,16.0
253.0,6.0,4.0,253.0,6.0,4.0,102.0,100.0,102.0,18.0
253.0,6.0,5.0,253.0,6.0,5.0,102.0,100.0,102.0,18.0
253.0,6.0,6.0,253.0,6.0,6.0,102.0,100.0,102.0,16.0
253.0,14.0,1.0,253.0,14.0,1.0,101.0,100.0,101.0,18.0
253.0,16.0,2.0,253.0,16.0,2.0,101.0,100.0,101.0,18.0
253.0,16.0,4.0,253.0,16.0,4.0,101.0,100.0,101.0,18.0
253.0,18.0,3.0,253.0,18.0,3.0,101.0,100.0,101.0,18.0
253.0,18.0,4.0,253.0,18.0,4.0,101.0,100.0,101.0,18.0
253.0,26.0,3.0,253.0,26.0,3.0,101.0,100.0,101.0,16.0
253.0,26.0,4.0,253.0,26.0,4.0,101.0,100.0,101.0,18.0
254.0,3.0,1.0,254.0,3.0,1.0,101.0,100.0,101.0,22.0
254.0,3.0,4.0,254.0,3.0,4.0,101.0,100.0,101.0,23.0
254.0,3.0,5.0,254.0,3.0,5.0,101.0,100.0,101.0,23.0
254.0,5.0,1.0,254.0,5.0,1.0,101.0,100.0,101.0,22.0
254.0,7.0,1.0,254.0,7.0,1.0,101.0,100.0,101.0,21.0
254.0,13.0,1.0,254.0,13.0,1.0,101.0,100.0,101.0,22.0
254.0,15.0,2.0,254.0,15.0,2.0,101.0,100.0,101.0,23.0
254.0,17.0,2.0,254.0,17.0,2.0,101.0,100.0,101.0,23.0
254.0,21.0,1.0,254.0,21.0,1.0,102.0,100.0,102.0,22.0
254.0,23.0,2.0,254.0,23.0,2.0,102.0,100.0,102.0,22.0
254.0,25.0,3.0,254.0,25.0,3.0,102.0,100.0,102.0,23.0
254.0,25.0,5.0,254.0,25.0,5.0,102.0,100.0,102.0,23.0
254.0,25.0,6.0,254.0,25.0,6.0,102.0,100.0,102.0,23.0
255.0,1.0,2.0,255.0,1.0,2.0,101.0,100.0,101.0,16.0
255.0,7.0,2.0,255.0,7.0,2.0,101.0,100.0,101.0,18.0
255.0,9.0,1.0,255.0,9.0,1.0,101.0,100.0,101.0,17.0
255.0,11.0,1.0,255.0,11.0,1.0,101.0,100.0,101.0,17.0
255.0,19.0,1.0,255.0,19.0,1.0,102.0,100.0,102.0,17.0
255.0,23.0,1.0,255.0,23.0,1.0,102.0,100.0,102.0,16.0
256.0,3.0,1.0,256.0,3.0,1.0,101.0,100.0,101.0,19.0
256.0,9.0,2.0,256.0,9.0,2.0,101.0,100.0,101.0,19.0
